;office_name;county_id;candidate_name;party_affiliation;num_precincts_reporting;total_num_precincts_voting;candidate_votes;candidate_percent_vote
568;SOIL AND WATER SUPERVISOR DISTRICT 1;23;WRITE-IN (TOTAL);WI;37;37;19;0.24
569;SOIL AND WATER SUPERVISOR DISTRICT 2;23;TIMOTHY M. GOSSMAN;NP;37;37;7571;99.88
570;SOIL AND WATER SUPERVISOR DISTRICT 2;23;WRITE-IN (TOTAL);WI;37;37;9;0.12
571;COUNTY COMMISSIONER DISTRICT 2;24;DAVID HUTCHINS;NP;40;40;738;25.69
572;COUNTY COMMISSIONER DISTRICT 2;24;DAN BELSHAN;NP;40;40;2134;74.28
573;COUNTY COMMISSIONER DISTRICT 2;24;WRITE-IN (TOTAL);WI;40;40;1;0.03
574;COUNTY COMMISSIONER DISTRICT 4;24;DAVID N. MULLENBACH;NP;40;40;2153;68.52
575;COUNTY COMMISSIONER DISTRICT 4;24;TRUMAN THROND;NP;40;40;983;31.29
576;COUNTY COMMISSIONER DISTRICT 4;24;WRITE-IN (TOTAL);WI;40;40;6;0.19
577;COUNTY AUDITOR/TREASURER;24;KEITH A. PORTER SR;NP;40;40;3648;23.53
578;COUNTY AUDITOR/TREASURER;24;DENNIS A. DISTAD;NP;40;40;11843;76.38
579;COUNTY AUDITOR/TREASURER;24;WRITE-IN (TOTAL);WI;40;40;14;0.09
580;COUNTY RECORDER;24;IRENE M. ANDERSON;NP;40;40;7179;48.6
581;COUNTY RECORDER;24;KELLY CALLAHAN;NP;40;40;7583;51.33
582;COUNTY RECORDER;24;WRITE-IN (TOTAL);WI;40;40;10;0.07
583;COUNTY SHERIFF;24;MARK HARIG;NP;40;40;8113;51.84
584;COUNTY SHERIFF;24;PHIL BARTUSEK;NP;40;40;7503;47.95
585;COUNTY SHERIFF;24;WRITE-IN (TOTAL);WI;40;40;33;0.21
586;COUNTY ATTORNEY;24;CRAIG S. NELSON;NP;40;40;13642;98.67
587;COUNTY ATTORNEY;24;WRITE-IN (TOTAL);WI;40;40;184;1.33
588;SOIL AND WATER SUPERVISOR DISTRICT 3;24;OBERT S. HALDORSON;NP;40;40;13015;99.53
589;SOIL AND WATER SUPERVISOR DISTRICT 3;24;WRITE-IN (TOTAL);WI;40;40;61;0.47
590;SOIL AND WATER SUPERVISOR DISTRICT 4;24;WRITE-IN (TOTAL);WI;40;40;853;100
591;COUNTY COMMISSIONER DISTRICT 1;25;BARBARA KOELLER;NP;44;44;1443;39.8
592;COUNTY COMMISSIONER DISTRICT 1;25;ROSEANNE GROSSO;NP;44;44;2175;59.98
593;COUNTY COMMISSIONER DISTRICT 1;25;WRITE-IN (TOTAL);WI;44;44;8;0.22
594;COUNTY COMMISSIONER DISTRICT 2;25;NANCY MILLS;NP;44;44;1722;42.25
595;COUNTY COMMISSIONER DISTRICT 2;25;RICHARD SAMUELSON;NP;44;44;2340;57.41
596;COUNTY COMMISSIONER DISTRICT 2;25;WRITE-IN (TOTAL);WI;44;44;14;0.34
597;COUNTY COMMISSIONER DISTRICT 4;25;JIM BRYANT;NP;44;44;3863;98.55
598;COUNTY COMMISSIONER DISTRICT 4;25;WRITE-IN (TOTAL);WI;44;44;57;1.45
599;COUNTY COMMISSIONER DISTRICT 5;25;TED SEIFERT;NP;44;44;1831;54.28
600;COUNTY COMMISSIONER DISTRICT 5;25;NONA J. NELSON;NP;44;44;1535;45.51
601;COUNTY COMMISSIONER DISTRICT 5;25;WRITE-IN (TOTAL);WI;44;44;7;0.21
602;COUNTY AUDITOR/TREASURER;25;BRADFORD R. JOHNSON;NP;44;44;17300;99.63
603;COUNTY AUDITOR/TREASURER;25;WRITE-IN (TOTAL);WI;44;44;64;0.37
604;COUNTY RECORDER;25;JEAN DANKERS;NP;44;44;17170;99.61
605;COUNTY RECORDER;25;WRITE-IN (TOTAL);WI;44;44;67;0.39
606;COUNTY SHERIFF;25;DEAN V. ALBERS;NP;44;44;17696;98.97
607;COUNTY SHERIFF;25;WRITE-IN (TOTAL);WI;44;44;185;1.03
608;COUNTY ATTORNEY;25;STEPHEN (STEVE) BETCHER;NP;44;44;17184;99.32
609;COUNTY ATTORNEY;25;WRITE-IN (TOTAL);WI;44;44;118;0.68
610;SOIL AND WATER SUPERVISOR DISTRICT 1;25;PAUL VOXLAND;NP;44;44;17069;99.59
611;SOIL AND WATER SUPERVISOR DISTRICT 1;25;WRITE-IN (TOTAL);WI;44;44;71;0.41
612;SOIL AND WATER SUPERVISOR DISTRICT 2;25;OWEN KNUTSON;NP;44;44;16656;99.49
613;SOIL AND WATER SUPERVISOR DISTRICT 2;25;WRITE-IN (TOTAL);WI;44;44;85;0.51
614;COUNTY QUESTION 1;25;YES  ;NP;44;44;11526;61.11
615;COUNTY QUESTION 1;25;NO  ;NP;44;44;7334;38.89
616;COUNTY QUESTION 2;25;YES  ;NP;44;44;10623;56.46
617;COUNTY QUESTION 2;25;NO  ;NP;44;44;8191;43.54
618;COUNTY COMMISSIONER DISTRICT 2;26;JUDY   (HOLTBERG) THRONSON;NP;23;23;339;42.97
619;COUNTY COMMISSIONER DISTRICT 2;26;RONALD WOLTJER;NP;23;23;450;57.03
620;COUNTY COMMISSIONER DISTRICT 2;26;WRITE-IN (TOTAL);WI;23;23;0;0
621;COUNTY COMMISSIONER DISTRICT 3;26;JENNES SWENSON;NP;23;23;333;57.51
622;COUNTY COMMISSIONER DISTRICT 3;26;WRITE-IN (TOTAL);WI;23;23;246;42.49
623;COUNTY COMMISSIONER DISTRICT 4;26;RICHARD S. KASTNER;NP;23;23;540;98.54
624;COUNTY COMMISSIONER DISTRICT 4;26;WRITE-IN (TOTAL);WI;23;23;8;1.46
625;COUNTY COMMISSIONER DISTRICT 5;26;VERNELL  H. WAGNER;NP;23;23;543;95.77
626;COUNTY COMMISSIONER DISTRICT 5;26;WRITE-IN (TOTAL);WI;23;23;24;4.23
627;COUNTY AUDITOR;26;PATRICIA  A. "PAT" SHEARER;NP;23;23;3045;99.8
628;COUNTY AUDITOR;26;WRITE-IN (TOTAL);WI;23;23;6;0.2
629;COUNTY TREASURER;26;PATRICIA  A. SOBERG;NP;23;23;3063;99.74
630;COUNTY TREASURER;26;WRITE-IN (TOTAL);WI;23;23;8;0.26
631;COUNTY RECORDER;26;PATTI NORDBY;NP;23;23;3024;99.64
632;COUNTY RECORDER;26;WRITE-IN (TOTAL);WI;23;23;11;0.36
633;COUNTY SHERIFF;26;DWIGHT WALVATNE;NP;23;23;3055;99.32
634;COUNTY SHERIFF;26;WRITE-IN (TOTAL);WI;23;23;21;0.68
635;COUNTY ATTORNEY;26;LYNDON  L. KRATOCHWILL;NP;23;23;2837;98.2
636;COUNTY ATTORNEY;26;WRITE-IN (TOTAL);WI;23;23;52;1.8
637;SOIL AND WATER SUPERVISOR DISTRICT 3;26;ROGER SCHOEPHOERSTER;NP;23;23;2795;99.61
638;SOIL AND WATER SUPERVISOR DISTRICT 3;26;WRITE-IN (TOTAL);WI;23;23;11;0.39
639;SOIL AND WATER SUPERVISOR DISTRICT 5;26;RANDY  C. LARSON;NP;23;23;2803;99.86
640;SOIL AND WATER SUPERVISOR DISTRICT 5;26;WRITE-IN (TOTAL);WI;23;23;4;0.14
641;COUNTY QUESTION 1;27;FOR;NP;420;422;96513;25.58
642;COUNTY QUESTION 1;27;AGAINST;NP;420;422;280783;74.42
643;COUNTY COMMISSIONER DISTRICT 1;27;ROBERT "BOB" VELEZ;NP;420;422;12068;23.35
644;COUNTY COMMISSIONER DISTRICT 1;27;MIKE OPAT;NP;420;422;39329;76.1
645;COUNTY COMMISSIONER DISTRICT 1;27;WRITE-IN (TOTAL);WI;420;422;281;0.54
646;COUNTY COMMISSIONER DISTRICT 2;27;MARK STENGLEIN;NP;420;422;27923;56.79
647;COUNTY COMMISSIONER DISTRICT 2;27;KATHLEEN MURDOCK;NP;420;422;20927;42.56
648;COUNTY COMMISSIONER DISTRICT 2;27;WRITE-IN (TOTAL);WI;420;422;320;0.65
649;COUNTY COMMISSIONER DISTRICT 3;27;GAIL DORFMAN;NP;420;422;47350;98.2
650;COUNTY COMMISSIONER DISTRICT 3;27;WRITE-IN (TOTAL);WI;420;422;870;1.8
651;COUNTY COMMISSIONER DISTRICT 4;27;ED FELIEN;NP;420;422;9017;21.35
652;COUNTY COMMISSIONER DISTRICT 4;27;PETER MCLAUGHLIN;NP;420;422;32734;77.5
653;COUNTY COMMISSIONER DISTRICT 4;27;WRITE-IN (TOTAL);WI;420;422;488;1.16
654;COUNTY COMMISSIONER DISTRICT 5;27;RANDY JOHNSON;NP;420;422;52590;98.94
655;COUNTY COMMISSIONER DISTRICT 5;27;WRITE-IN (TOTAL);WI;420;422;564;1.06
656;COUNTY COMMISSIONER DISTRICT 6;27;LINDA KOBLICK;NP;420;422;39840;57.73
657;COUNTY COMMISSIONER DISTRICT 6;27;JOHN KNIGHT;NP;420;422;28926;41.92
658;COUNTY COMMISSIONER DISTRICT 6;27;WRITE-IN (TOTAL);WI;420;422;243;0.35
659;COUNTY COMMISSIONER DISTRICT 7;27;TOM SCANLON;NP;420;422;26097;38.31
660;COUNTY COMMISSIONER DISTRICT 7;27;PENNY STEELE;NP;420;422;41827;61.4
661;COUNTY COMMISSIONER DISTRICT 7;27;WRITE-IN (TOTAL);WI;420;422;197;0.29
662;COUNTY SHERIFF;27;JUAN LOPEZ;NP;420;422;102555;25.19
663;COUNTY SHERIFF;27;PAT MCGOWAN;NP;420;422;302875;74.39
664;COUNTY SHERIFF;27;WRITE-IN (TOTAL);WI;420;422;1702;0.42
665;COUNTY ATTORNEY;27;AMY KLOBUCHAR;NP;420;422;380632;98.75
666;COUNTY ATTORNEY;27;WRITE-IN (TOTAL);WI;420;422;4829;1.25
667;COUNTY PARK COMMISSIONER DISTRICT 1;27;JAMES DEANE;NP;420;422;51596;99.18
668;COUNTY PARK COMMISSIONER DISTRICT 1;27;WRITE-IN (TOTAL);WI;420;422;424;0.82
669;COUNTY PARK COMMISSIONER DISTRICT 2;27;MARILYNN J.  CORCORAN;NP;420;422;38671;98.97
670;COUNTY PARK COMMISSIONER DISTRICT 2;27;WRITE-IN (TOTAL);WI;420;422;401;1.03
671;COUNTY PARK COMMISSIONER DISTRICT 3;27;MARK HAGGERTY;NP;420;422;42122;98.88
672;COUNTY PARK COMMISSIONER DISTRICT 3;27;WRITE-IN (TOTAL);WI;420;422;479;1.12
673;COUNTY PARK COMMISSIONER DISTRICT 4;27;LARRY R. BLACKSTAD;NP;420;422;22302;47.85
674;COUNTY PARK COMMISSIONER DISTRICT 4;27;GEORGE WATSON;NP;420;422;23953;51.39
675;COUNTY PARK COMMISSIONER DISTRICT 4;27;WRITE-IN (TOTAL);WI;420;422;353;0.76
676;COUNTY PARK COMMISSIONER DISTRICT 5;27;ROSEMARY FRANZESE;NP;420;422;44981;99.21
677;COUNTY PARK COMMISSIONER DISTRICT 5;27;WRITE-IN (TOTAL);WI;420;422;357;0.79
678;SOIL AND WATER SUPERVISOR DISTRICT 3;27;JERALD OSTVIG;NP;420;422;39750;13.73
679;SOIL AND WATER SUPERVISOR DISTRICT 3;27;KAREN S. JOHNSON;NP;420;422;171589;59.29
680;SOIL AND WATER SUPERVISOR DISTRICT 3;27;CURTIS A STEPHAN;NP;420;422;29861;10.32
681;SOIL AND WATER SUPERVISOR DISTRICT 3;27;DICK BROWN;NP;420;422;45669;15.78
682;SOIL AND WATER SUPERVISOR DISTRICT 3;27;WRITE-IN (TOTAL);WI;420;422;2554;0.88
683;SOIL AND WATER SUPERVISOR DISTRICT 4;27;JUSTIN L. BLUM;NP;420;422;149954;54.08
684;SOIL AND WATER SUPERVISOR DISTRICT 4;27;SEVER PETERSON;NP;420;422;124575;44.93
685;SOIL AND WATER SUPERVISOR DISTRICT 4;27;WRITE-IN (TOTAL);WI;420;422;2744;0.99
686;SOIL AND WATER SUPERVISOR DISTRICT 2;27;ROBERT D. SCHMID;NP;420;422;43430;15.36
687;SOIL AND WATER SUPERVISOR DISTRICT 2;27;DAVID DONNELLY;NP;420;422;97119;34.35
688;SOIL AND WATER SUPERVISOR DISTRICT 2;27;CRAIG  LARSON;NP;420;422;89603;31.7
689;SOIL AND WATER SUPERVISOR DISTRICT 2;27;JOE NEWBERG;NP;420;422;49136;17.38
690;SOIL AND WATER SUPERVISOR DISTRICT 2;27;WRITE-IN (TOTAL);WI;420;422;3405;1.2
691;COUNTY COMMISSIONER DISTRICT 2;28;KEVIN KELLEHER;NP;27;27;959;60.24
692;COUNTY COMMISSIONER DISTRICT 2;28;LARRY CONNERY;NP;27;27;630;39.57
693;COUNTY COMMISSIONER DISTRICT 2;28;WRITE-IN (TOTAL);WI;27;27;3;0.19
694;COUNTY COMMISSIONER DISTRICT 4;28;DAVE CORCORAN;NP;27;27;1230;66.49
695;COUNTY COMMISSIONER DISTRICT 4;28;BILL BECKMAN;NP;27;27;612;33.08
696;COUNTY COMMISSIONER DISTRICT 4;28;WRITE-IN (TOTAL);WI;27;27;8;0.43
697;COUNTY AUDITOR;28;A. PETER JOHNSON;NP;27;27;7482;99.09
698;COUNTY AUDITOR;28;WRITE-IN (TOTAL);WI;27;27;69;0.91
699;COUNTY TREASURER;28;AUDREY M. PETERSEN;NP;27;27;7772;99.53
700;COUNTY TREASURER;28;WRITE-IN (TOTAL);WI;27;27;37;0.47
701;COUNTY RECORDER;28;BEVERLY J. BAUER;NP;27;27;7461;99.65
702;COUNTY RECORDER;28;WRITE-IN (TOTAL);WI;27;27;26;0.35
703;COUNTY SHERIFF;28;MIKE LEE;NP;27;27;5683;66.51
704;COUNTY SHERIFF;28;RANDY SHEFELBINE;NP;27;27;2812;32.91
705;COUNTY SHERIFF;28;WRITE-IN (TOTAL);WI;27;27;49;0.57
706;COUNTY ATTORNEY;28;RICK JACKSON;NP;27;27;7202;98.86
707;COUNTY ATTORNEY;28;WRITE-IN (TOTAL);WI;27;27;83;1.14
708;SOIL AND WATER SUPERVISOR DISTRICT 1;28;DOUGLAS W. MEYER;NP;27;27;7306;99.32
709;SOIL AND WATER SUPERVISOR DISTRICT 1;28;WRITE-IN (TOTAL);WI;27;27;50;0.68
710;SOIL AND WATER SUPERVISOR DISTRICT 2;28;ADOLPH HEIMERDINGER;NP;27;27;7224;99.46
711;SOIL AND WATER SUPERVISOR DISTRICT 2;28;WRITE-IN (TOTAL);WI;27;27;39;0.54
712;COUNTY COMMISSIONER DISTRICT 1;29;PATRICIA (PAT) ALBERG;NP;34;34;948;47.21
713;COUNTY COMMISSIONER DISTRICT 1;29;SWEDE NELSON;NP;34;34;1055;52.54
714;COUNTY COMMISSIONER DISTRICT 1;29;WRITE-IN (TOTAL);WI;34;34;5;0.25
715;COUNTY COMMISSIONER DISTRICT 2;29;DICK DEVINE;NP;34;34;1081;66.69
716;COUNTY COMMISSIONER DISTRICT 2;29;FLORENCE (FLO) B. HEDEEN;NP;34;34;537;33.13
717;COUNTY COMMISSIONER DISTRICT 2;29;WRITE-IN (TOTAL);WI;34;34;3;0.19
718;COUNTY COMMISSIONER DISTRICT 3;29;FLOYD FRANK;NP;34;34;1041;61.13
719;COUNTY COMMISSIONER DISTRICT 3;29;SALLY J. SHEARER;NP;34;34;655;38.46
720;COUNTY COMMISSIONER DISTRICT 3;29;WRITE-IN (TOTAL);WI;34;34;7;0.41
721;COUNTY COMMISSIONER DISTRICT 4;29;LYLE C. ROBINSON;NP;34;34;1363;95.85
722;COUNTY COMMISSIONER DISTRICT 4;29;WRITE-IN (TOTAL);WI;34;34;59;4.15
723;COUNTY COMMISSIONER DISTRICT 5;29;LARRY BURGOON;NP;34;34;633;36.44
724;COUNTY COMMISSIONER DISTRICT 5;29;CAL JOHANNSEN;NP;34;34;1096;63.1
725;COUNTY COMMISSIONER DISTRICT 5;29;WRITE-IN (TOTAL);WI;34;34;8;0.46
726;COUNTY SHERIFF;29;GARY A. MILLS;NP;34;34;7896;98.05
727;COUNTY SHERIFF;29;WRITE-IN (TOTAL);WI;34;34;157;1.95
728;COUNTY ATTORNEY;29;GREGORY D. LARSON;NP;34;34;7386;98.43
729;COUNTY ATTORNEY;29;WRITE-IN (TOTAL);WI;34;34;118;1.57
730;COUNTY CORONER;29;WRITE-IN (TOTAL);WI;34;34;1819;100
731;SOIL AND WATER SUPERVISOR DISTRICT 4;29;TIMOTHY T. BECKER;NP;34;34;7127;99.43
732;SOIL AND WATER SUPERVISOR DISTRICT 4;29;WRITE-IN (TOTAL);WI;34;34;41;0.57
733;SOIL AND WATER SUPERVISOR DISTRICT 5;29;CHARLES ANDRESS;NP;34;34;7097;99.65
734;SOIL AND WATER SUPERVISOR DISTRICT 5;29;WRITE-IN (TOTAL);WI;34;34;25;0.35
735;COUNTY COMMISSIONER DISTRICT 1;30;GEORGE I LARSON;NP;17;17;2778;98.16
736;COUNTY COMMISSIONER DISTRICT 1;30;WRITE-IN (TOTAL);WI;17;17;52;1.84
737;COUNTY COMMISSIONER DISTRICT 2;30;JOHN WAYNE WOOD;NP;17;17;1454;45.65
738;COUNTY COMMISSIONER DISTRICT 2;30;LARRY L SOUTHERLAND;NP;17;17;1716;53.88
739;COUNTY COMMISSIONER DISTRICT 2;30;WRITE-IN (TOTAL);WI;17;17;15;0.47
740;COUNTY COMMISSIONER DISTRICT 3;30;TOM PAGEL;NP;17;17;1981;97.11
741;COUNTY COMMISSIONER DISTRICT 3;30;WRITE-IN (TOTAL);WI;17;17;59;2.89
742;COUNTY COMMISSIONER DISTRICT 5;30;STEVE ANDERSON;NP;17;17;1075;41.89
743;COUNTY COMMISSIONER DISTRICT 5;30;GLENN E JOHNSON;NP;17;17;1481;57.72
744;COUNTY COMMISSIONER DISTRICT 5;30;WRITE-IN (TOTAL);WI;17;17;10;0.39
745;COUNTY AUDITOR;30;TERRY TREICHEL;NP;17;17;11959;99.2
746;COUNTY AUDITOR;30;WRITE-IN (TOTAL);WI;17;17;97;0.8
747;COUNTY TREASURER;30;LYLE MYREN;NP;17;17;11910;99.38
748;COUNTY TREASURER;30;WRITE-IN (TOTAL);WI;17;17;74;0.62
749;COUNTY RECORDER;30;KAREN D ANDERSON;NP;17;17;11776;99.55
750;COUNTY RECORDER;30;WRITE-IN (TOTAL);WI;17;17;53;0.45
751;COUNTY SHERIFF;30;TIMOTHY AKERS;NP;17;17;5782;41.7
752;COUNTY SHERIFF;30;MIKE AMMEND;NP;17;17;8038;57.97
753;COUNTY SHERIFF;30;WRITE-IN (TOTAL);WI;17;17;46;0.33
754;COUNTY ATTORNEY;30;JEFFREY R EDBLAD;NP;17;17;11628;98.51
755;COUNTY ATTORNEY;30;WRITE-IN (TOTAL);WI;17;17;176;1.49
756;COUNTY CORONER;30;DONALD L DEYE;NP;17;17;11837;99.25
757;COUNTY CORONER;30;WRITE-IN (TOTAL);WI;17;17;89;0.75
758;SOIL AND WATER SUPERVISOR DISTRICT 2;30;LAURENCE COLLIN;NP;17;17;11595;99.26
759;SOIL AND WATER SUPERVISOR DISTRICT 2;30;WRITE-IN (TOTAL);WI;17;17;87;0.74
760;SOIL AND WATER SUPERVISOR DISTRICT 5;30;WAYNE R  CALANDER;NP;17;17;11307;99.38
761;SOIL AND WATER SUPERVISOR DISTRICT 5;30;WRITE-IN (TOTAL);WI;17;17;71;0.62
762;COUNTY COMMISSIONER DISTRICT 1;31;BOB ROUFS;NP;80;80;1540;41.61
763;COUNTY COMMISSIONER DISTRICT 1;31;RUSSELL KLEGSTAD;NP;80;80;2134;57.66
764;COUNTY COMMISSIONER DISTRICT 1;31;WRITE-IN (TOTAL);WI;80;80;27;0.73
765;COUNTY COMMISSIONER DISTRICT 3;31;JAY GOULD;NP;80;80;1634;45.57
766;COUNTY COMMISSIONER DISTRICT 3;31;JOHN DIMICH;NP;80;80;1925;53.68
767;COUNTY COMMISSIONER DISTRICT 3;31;WRITE-IN (TOTAL);WI;80;80;27;0.75
768;COUNTY COMMISSIONER DISTRICT 5;31;MARGARET BARR;NP;80;80;1546;40.72
769;COUNTY COMMISSIONER DISTRICT 5;31;MARK MANDICH;NP;80;80;2235;58.86
770;COUNTY COMMISSIONER DISTRICT 5;31;WRITE-IN (TOTAL);WI;80;80;16;0.42
771;COUNTY AUDITOR/TREASURER;31;ROBERT D. ZUEHLKE;NP;80;80;17530;99.37
772;COUNTY AUDITOR/TREASURER;31;WRITE-IN (TOTAL);WI;80;80;111;0.63
773;COUNTY RECORDER;31;JEAN BENGSTON;NP;80;80;16959;99.76
774;COUNTY RECORDER;31;WRITE-IN (TOTAL);WI;80;80;40;0.24
775;COUNTY SHERIFF;31;PATRICK J. MEDURE;NP;80;80;17538;98.77
776;COUNTY SHERIFF;31;WRITE-IN (TOTAL);WI;80;80;218;1.23
777;COUNTY ATTORNEY;31;KEVIN LEE ERICKSON;NP;80;80;8691;46.1
778;COUNTY ATTORNEY;31;JOHN J. (JACK) MUHAR;NP;80;80;10120;53.68
779;COUNTY ATTORNEY;31;WRITE-IN (TOTAL);WI;80;80;41;0.22
780;SOIL AND WATER SUPERVISOR DISTRICT 4;31;DONALD C. SIMONS;NP;80;80;16488;99.48
781;SOIL AND WATER SUPERVISOR DISTRICT 4;31;WRITE-IN (TOTAL);WI;80;80;87;0.52
782;SOIL AND WATER SUPERVISOR DISTRICT 5;31;TERRY TILLOTSON;NP;80;80;16292;99.73
783;SOIL AND WATER SUPERVISOR DISTRICT 5;31;WRITE-IN (TOTAL);WI;80;80;44;0.27
784;COUNTY COMMISSIONER DISTRICT 2;32;RICHARD PETERSON;NP;30;30;424;40.5
785;COUNTY COMMISSIONER DISTRICT 2;32;LOREN TUSA;NP;30;30;442;42.22
786;COUNTY COMMISSIONER DISTRICT 2;32;WRITE-IN (TOTAL);WI;30;30;181;17.29
787;COUNTY COMMISSIONER DISTRICT 3;32;CATHY HOHENSTEIN;NP;30;30;869;97.2
788;COUNTY COMMISSIONER DISTRICT 3;32;WRITE-IN (TOTAL);WI;30;30;25;2.8
789;COUNTY COMMISSIONER DISTRICT 4;32;ROGER C. RINGKOB;NP;30;30;753;73.04
790;COUNTY COMMISSIONER DISTRICT 4;32;RITA S. LAPIC;NP;30;30;271;26.29
791;COUNTY COMMISSIONER DISTRICT 4;32;WRITE-IN (TOTAL);WI;30;30;7;0.68
792;COUNTY COMMISSIONER DISTRICT 5;32;ROBERT J. FERGUSON;NP;30;30;883;97.68
793;COUNTY COMMISSIONER DISTRICT 5;32;WRITE-IN (TOTAL);WI;30;30;21;2.32
794;COUNTY AUDITOR/TREASURER;32;BEN PRIBYL;NP;30;30;4541;98.27
795;COUNTY AUDITOR/TREASURER;32;WRITE-IN (TOTAL);WI;30;30;80;1.73
796;COUNTY RECORDER;32;BECKY MCCANN;NP;30;30;4556;99.56
797;COUNTY RECORDER;32;WRITE-IN (TOTAL);WI;30;30;20;0.44
798;COUNTY SHERIFF;32;RICHARD SEIM;NP;30;30;3645;73.56
799;COUNTY SHERIFF;32;DENNIS E. WALDRON;NP;30;30;1289;26.01
800;COUNTY SHERIFF;32;WRITE-IN (TOTAL);WI;30;30;21;0.42
801;COUNTY ATTORNEY;32;BOB O'CONNOR;NP;30;30;4008;88.32
802;COUNTY ATTORNEY;32;WRITE-IN (TOTAL);WI;30;30;530;11.68
803;SOIL AND WATER SUPERVISOR DISTRICT 2;32;DAN RILEY;NP;30;30;4504;99.67
804;SOIL AND WATER SUPERVISOR DISTRICT 2;32;WRITE-IN (TOTAL);WI;30;30;15;0.33
805;SOIL AND WATER SUPERVISOR DISTRICT 4;32;PAUL NELSON;NP;30;30;4518;99.71
806;SOIL AND WATER SUPERVISOR DISTRICT 4;32;WRITE-IN (TOTAL);WI;30;30;13;0.29
807;COUNTY QUESTION 1;33;YES  ;NP;20;21;2161;37.02
808;COUNTY QUESTION 1;33;NO  ;NP;20;21;3677;62.98
809;COUNTY COMMISSIONER DISTRICT 1;33;DENNIS  MCNALLY;NP;20;21;780;64.14
810;COUNTY COMMISSIONER DISTRICT 1;33;KEVIN TROUPE;NP;20;21;429;35.28
811;COUNTY COMMISSIONER DISTRICT 1;33;WRITE-IN (TOTAL);WI;20;21;7;0.58
812;COUNTY COMMISSIONER DISTRICT 2;33;JERRY NELSON;NP;20;21;694;57.64
813;COUNTY COMMISSIONER DISTRICT 2;33;BARBARA JOHNSON;NP;20;21;510;42.36
814;COUNTY COMMISSIONER DISTRICT 2;33;WRITE-IN (TOTAL);WI;20;21;0;0
815;COUNTY COMMISSIONER DISTRICT 3;33;LES NIELSEN;NP;20;21;641;53.37
816;COUNTY COMMISSIONER DISTRICT 3;33;RICK  VOSS;NP;20;21;543;45.21
817;COUNTY COMMISSIONER DISTRICT 3;33;WRITE-IN (TOTAL);WI;20;21;17;1.42
818;COUNTY COMMISSIONER DISTRICT 4;33;KATHI  ELLIS;NP;20;21;744;53.14
819;COUNTY COMMISSIONER DISTRICT 4;33;HOWARD E. KADLEC;NP;20;21;655;46.79
820;COUNTY COMMISSIONER DISTRICT 4;33;WRITE-IN (TOTAL);WI;20;21;1;0.07
821;COUNTY COMMISSIONER DISTRICT 5;33;STAN COOPER;NP;20;21;753;68.58
822;COUNTY COMMISSIONER DISTRICT 5;33;DICK SIMPSON;NP;20;21;336;30.6
823;COUNTY COMMISSIONER DISTRICT 5;33;WRITE-IN (TOTAL);WI;20;21;9;0.82
824;COUNTY AUDITOR/TREASURER;33;DENISE M. COOPER;NP;20;21;5529;99.41
825;COUNTY AUDITOR/TREASURER;33;WRITE-IN (TOTAL);WI;20;21;33;0.59
826;COUNTY RECORDER;33;RHONDA A. OLSON;NP;20;21;5434;99.47
827;COUNTY RECORDER;33;WRITE-IN (TOTAL);WI;20;21;29;0.53
828;COUNTY SHERIFF;33;STEVE  SCHULZ;NP;20;21;5456;97.9
829;COUNTY SHERIFF;33;WRITE-IN (TOTAL);WI;20;21;117;2.1
830;COUNTY ATTORNEY;33;NORMAN "JOE" LOREN;NP;20;21;5274;97.56
831;COUNTY ATTORNEY;33;WRITE-IN (TOTAL);WI;20;21;132;2.44
832;SOIL AND WATER SUPERVISOR DISTRICT 4;33;JIM GUTZWILLER;NP;20;21;5090;99.38
833;SOIL AND WATER SUPERVISOR DISTRICT 4;33;WRITE-IN (TOTAL);WI;20;21;32;0.62
834;COUNTY COMMISSIONER DISTRICT 1;34;RICHARD V. FALK;NP;47;47;2723;99.13
835;COUNTY COMMISSIONER DISTRICT 1;34;WRITE-IN (TOTAL);WI;47;47;24;0.87
836;COUNTY COMMISSIONER DISTRICT 2;34;RICHARD B. "DICK" LARSON;NP;47;47;2368;98.91
837;COUNTY COMMISSIONER DISTRICT 2;34;WRITE-IN (TOTAL);WI;47;47;26;1.09
838;COUNTY COMMISSIONER DISTRICT 3;34;BOB DICKERSON;NP;47;47;1633;42.06
839;COUNTY COMMISSIONER DISTRICT 3;34;DEAN SHUCK;NP;47;47;2234;57.53
840;COUNTY COMMISSIONER DISTRICT 3;34;WRITE-IN (TOTAL);WI;47;47;16;0.41
841;COUNTY COMMISSIONER DISTRICT 5;34;HARLAN MADSEN;NP;47;47;3329;98.29
842;COUNTY COMMISSIONER DISTRICT 5;34;WRITE-IN (TOTAL);WI;47;47;58;1.71
843;COUNTY AUDITOR/TREASURER;34;SAM MODDERMAN;NP;47;47;16237;99.63
844;COUNTY AUDITOR/TREASURER;34;WRITE-IN (TOTAL);WI;47;47;60;0.37
845;COUNTY RECORDER;34;JULIE GRAVLEY;NP;47;47;15905;99.66
846;COUNTY RECORDER;34;WRITE-IN (TOTAL);WI;47;47;55;0.34
847;COUNTY SHERIFF;34;DAN HARTOG;NP;47;47;9830;55.39
848;COUNTY SHERIFF;34;RICK KLEINSCHMIDT;NP;47;47;7872;44.36
849;COUNTY SHERIFF;34;WRITE-IN (TOTAL);WI;47;47;45;0.25
